,target_meeting,target_meeting_date,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2022-01-13,R1/2023,2023-02-01,11.0,10.867,1.0395,6.75,13.0,97.0
2022-01-14,R1/2023,2023-02-01,11.0,10.867,1.022,6.75,12.75,97.0
2022-01-17,R1/2023,2023-02-01,11.0,10.8882,1.0147,6.75,12.75,93.0
2022-01-18,R1/2023,2023-02-01,11.0,10.8654,1.0172,6.75,12.75,94.0
2022-01-19,R1/2023,2023-02-01,11.0,10.8747,1.0159,6.75,12.75,95.0
2022-01-20,R1/2023,2023-02-01,10.875,10.8578,1.0201,6.75,12.75,96.0
2022-01-21,R1/2023,2023-02-01,11.0,10.8784,1.0081,6.75,12.75,104.0
2022-01-24,R1/2023,2023-02-01,11.0,10.8447,1.007,6.75,12.75,104.0
2022-01-25,R1/2023,2023-02-01,11.0,10.8447,1.007,6.75,12.75,104.0
2022-01-26,R1/2023,2023-02-01,11.0,10.8567,1.0133,6.75,12.75,104.0
2022-01-27,R1/2023,2023-02-01,11.0,10.9477,0.9691,8.0,12.75,108.0
2022-01-28,R1/2023,2023-02-01,11.0,11.0069,0.9545,8.0,12.75,109.0
2022-01-31,R1/2023,2023-02-01,11.0,10.9954,0.9439,8.0,12.75,109.0
2022-02-01,R1/2023,2023-02-01,11.0,10.9931,0.9454,8.0,12.75,109.0
2022-02-02,R1/2023,2023-02-01,11.0,10.9931,0.9454,8.0,12.75,109.0
2022-02-03,R1/2023,2023-02-01,11.25,11.0227,0.9099,8.5,12.5,110.0
2022-02-04,R1/2023,2023-02-01,11.25,11.0383,0.913,8.5,12.5,111.0
2022-02-07,R1/2023,2023-02-01,11.25,11.0338,0.9224,8.5,12.5,111.0
2022-02-08,R1/2023,2023-02-01,11.25,11.0929,0.9367,8.5,12.5,113.0
2022-02-09,R1/2023,2023-02-01,11.25,11.1482,0.9305,8.5,13.0,113.0
2022-02-10,R1/2023,2023-02-01,11.5,11.2148,0.9044,8.5,13.0,112.0
2022-02-11,R1/2023,2023-02-01,11.75,11.4682,0.8687,9.0,13.0,116.0
2022-02-14,R1/2023,2023-02-01,11.75,11.4774,0.8635,9.0,13.0,119.0
2022-02-15,R1/2023,2023-02-01,11.75,11.4774,0.8635,9.0,13.0,119.0
2022-02-16,R2/2023,2023-03-01,11.125,10.9886,1.0407,8.0,13.0,118.0
2022-02-17,R2/2023,2023-03-01,11.125,10.9886,1.0407,8.0,13.0,118.0
2022-02-18,R2/2023,2023-03-01,11.25,11.0749,1.0186,8.0,12.75,119.0
2022-02-21,R2/2023,2023-03-01,11.25,11.0903,1.0088,8.0,12.75,118.0
2022-02-22,R2/2023,2023-03-01,11.25,11.1043,0.9818,8.0,12.75,119.0
2022-02-23,R2/2023,2023-03-01,11.25,11.1127,0.9787,8.0,12.75,119.0
2022-02-24,R2/2023,2023-03-01,11.25,11.1159,0.9753,8.0,12.75,120.0
2022-02-25,R2/2023,2023-03-01,11.25,11.1418,0.9778,8.0,12.75,120.0
2022-02-28,R2/2023,2023-03-01,11.25,11.149666666666667,0.9778666666666667,8.0,12.75,
2022-03-01,R2/2023,2023-03-01,11.25,11.157533333333333,0.9779333333333333,8.0,12.75,
2022-03-02,R2/2023,2023-03-01,11.25,11.1654,0.978,8.0,12.75,114.0
2022-03-03,R2/2023,2023-03-01,11.25,11.2023,0.9699,8.0,12.75,113.0
2022-03-04,R2/2023,2023-03-01,11.25,11.2836,0.9994,8.0,13.25,115.0
2022-03-07,R2/2023,2023-03-01,11.5,11.2901,1.0,8.0,13.25,115.0
2022-03-08,R2/2023,2023-03-01,11.5,11.3617,1.0261,8.0,13.25,115.0
2022-03-09,R2/2023,2023-03-01,11.5,11.4111,1.0408,8.0,13.25,117.0
2022-03-10,R2/2023,2023-03-01,11.5,11.4731,1.0871,8.0,13.5,117.0
2022-03-11,R2/2023,2023-03-01,12.0,11.9097,0.99,8.0,13.5,118.0
2022-03-14,R2/2023,2023-03-01,12.25,12.0075,0.9625,8.0,13.5,114.0
2022-03-15,R2/2023,2023-03-01,12.25,12.0224,0.9621,8.0,13.5,116.0
2022-03-16,R2/2023,2023-03-01,12.25,12.0267,0.9631,8.0,13.5,116.0
2022-03-17,R2/2023,2023-03-01,12.25,12.0938,0.8734,8.0,13.5,113.0
2022-03-18,R2/2023,2023-03-01,12.25,12.1835,0.7984,10.0,13.5,115.0
2022-03-21,R2/2023,2023-03-01,12.25,12.1941,0.7903,10.0,13.5,119.0
2022-03-22,R2/2023,2023-03-01,12.25,12.1954,0.7907,10.0,13.5,119.0
2022-03-23,R2/2023,2023-03-01,12.25,12.2293,0.8167,10.0,14.25,121.0
2022-03-24,R2/2023,2023-03-01,12.25,12.2603,0.8253,10.0,14.25,121.0
2022-03-25,R2/2023,2023-03-01,12.5,12.3083,0.8334,10.0,14.25,120.0
2022-03-28,R2/2023,2023-03-01,12.5,12.3305,0.8246,10.0,14.25,118.0
2022-03-29,R2/2023,2023-03-01,12.5,12.3305,0.8246,10.0,14.25,118.0
2022-03-30,R2/2023,2023-03-01,12.5,12.3453,0.8149,10.0,14.25,118.0
2022-03-31,R2/2023,2023-03-01,12.5,12.3445,0.8115,10.0,14.25,119.0
2022-04-01,R3/2023,2023-05-01,11.75,11.8292,0.9236,9.0,14.0,120.0
2022-04-04,R3/2023,2023-05-01,11.75,11.8319,0.9236,9.0,14.0,119.0
2022-04-05,R3/2023,2023-05-01,11.75,11.8332,0.9243,9.0,14.0,119.0
2022-04-06,R3/2023,2023-05-01,11.75,11.8332,0.9243,9.0,14.0,119.0
2022-04-07,R3/2023,2023-05-01,11.75,11.8332,0.9243,9.0,14.0,119.0
2022-04-08,R3/2023,2023-05-01,11.75,11.8339,0.9282,9.0,14.0,118.0
2022-04-11,R3/2023,2023-05-01,11.75,11.8346,0.9435,9.0,14.0,114.0
2022-04-12,R3/2023,2023-05-01,11.75,11.8303,0.9427,9.0,14.0,114.0
2022-04-13,R3/2023,2023-05-01,11.75,11.8368,0.9447,9.0,14.0,114.0
2022-04-14,R3/2023,2023-05-01,11.75,11.8442,0.948,9.0,14.0,113.0
2022-04-15,R3/2023,2023-05-01,11.875,11.8609,0.9471,9.0,14.0,
2022-04-18,R3/2023,2023-05-01,12.0,11.8776,0.9462,9.0,14.0,107.0
2022-04-19,R3/2023,2023-05-01,12.0,11.8855,0.9353,9.0,14.0,110.0
2022-04-20,R3/2023,2023-05-01,12.0,11.89,0.9279,9.0,14.0,110.0
2022-04-21,R3/2023,2023-05-01,12.0625,11.9295,0.93625,9.0,14.0,
2022-04-22,R3/2023,2023-05-01,12.125,11.969,0.9446,9.0,14.0,108.0
2022-04-25,R3/2023,2023-05-01,12.25,12.0207,0.8936,9.0,14.0,104.0
2022-04-26,R3/2023,2023-05-01,12.0,12.0178,0.8998,9.0,14.0,107.0
2022-04-27,R3/2023,2023-05-01,12.25,12.0197,0.9058,9.0,14.0,109.0
2022-04-28,R3/2023,2023-05-01,12.25,12.0014,0.906,9.0,14.0,109.0
2022-04-29,R3/2023,2023-05-01,12.25,12.0298,0.9059,9.0,14.0,114.0
2022-05-02,R3/2023,2023-05-01,12.25,12.0326,0.9062,9.0,14.0,112.0
2022-05-03,R3/2023,2023-05-01,12.25,12.0335,0.9066,9.0,14.0,112.0
2022-05-04,R3/2023,2023-05-01,12.25,12.0179,0.9346,9.0,14.0,112.0
2022-05-05,R3/2023,2023-05-01,12.25,12.029,0.9305,9.0,14.0,112.0
2022-05-06,R3/2023,2023-05-01,12.25,12.0746,0.9188,9.0,14.0,114.0
2022-05-09,R3/2023,2023-05-01,12.25,12.0791,0.9097,9.0,14.0,117.0
2022-05-10,R3/2023,2023-05-01,12.25,12.0805,0.9013,9.0,14.0,118.0
2022-05-11,R3/2023,2023-05-01,12.25,12.1176,0.8738,9.0,14.0,119.0
2022-05-12,R3/2023,2023-05-01,12.25,12.1589,0.8713,9.0,14.0,118.0
2022-05-13,R3/2023,2023-05-01,12.5,12.3521,0.916,9.0,14.25,120.0
2022-05-16,R3/2023,2023-05-01,12.5,12.3529,0.9198,9.0,14.25,119.0
2022-05-17,R4/2023,2023-06-01,11.75,11.8119,1.0421,8.0,14.25,118.0
2022-05-18,R4/2023,2023-06-01,11.75,11.8331,1.0487,8.0,14.25,118.0
2022-05-19,R4/2023,2023-06-01,11.75,11.8492,1.0409,8.0,14.25,119.0
2022-05-20,R4/2023,2023-06-01,11.75,11.8693,1.0288,8.0,14.25,120.0
2022-05-23,R4/2023,2023-06-01,11.75,11.9068,0.9592,9.75,14.25,120.0
2022-05-24,R4/2023,2023-06-01,11.75,11.9137,0.9588,9.75,14.25,121.0
2022-05-25,R4/2023,2023-06-01,12.0,11.9364,0.957,9.75,14.25,121.0
2022-05-26,R4/2023,2023-06-01,12.0,11.9609,0.9645,9.75,14.25,120.0
2022-05-27,R4/2023,2023-06-01,12.0,12.0047,0.9693,9.75,14.25,120.0
2022-05-30,R4/2023,2023-06-01,12.0,12.035,0.9737,9.75,14.25,116.0
2022-05-31,R4/2023,2023-06-01,12.0,12.035,0.9737,9.75,14.25,116.0
2022-06-01,R4/2023,2023-06-01,12.0,12.035,0.9737,9.75,14.25,116.0
2022-06-02,R4/2023,2023-06-01,12.0,12.035,0.9737,9.75,14.25,116.0
2022-06-03,R4/2023,2023-06-01,12.0,12.0501,0.9756,9.75,14.25,116.0
2022-06-06,R4/2023,2023-06-01,12.0,12.0929,0.9977,9.75,14.25,111.0
2022-06-07,R4/2023,2023-06-01,12.0,12.101,0.9969,9.75,14.25,112.0
2022-06-08,R4/2023,2023-06-01,12.0,12.1255,0.9751,9.75,14.25,112.0
2022-06-09,R4/2023,2023-06-01,12.155,12.1278,0.9938,9.75,14.25,112.0
2022-06-10,R4/2023,2023-06-01,12.25,12.2215,1.0235,9.75,14.25,112.0
2022-06-13,R4/2023,2023-06-01,12.25,12.2651,1.0314,9.75,14.25,103.0
2022-06-14,R4/2023,2023-06-01,12.25,12.277,1.0335,9.75,14.25,104.0
2022-06-15,R4/2023,2023-06-01,12.25,12.2839,1.0361,9.75,14.25,105.0
2022-06-16,R4/2023,2023-06-01,12.375,12.36445,1.01515,9.75,14.25,
2022-06-17,R4/2023,2023-06-01,12.5,12.445,0.9942,9.75,14.25,108.0
2022-06-20,R4/2023,2023-06-01,12.5,12.5006,0.9606,10.0,14.25,106.0
2022-06-21,R4/2023,2023-06-01,12.5,12.4844,0.9616,10.0,14.25,108.0
2022-06-22,R4/2023,2023-06-01,12.5,12.4867,0.9601,10.0,14.25,108.0
2022-06-23,R4/2023,2023-06-01,12.75,12.5387,0.9407,10.0,14.25,105.0
2022-06-24,R4/2023,2023-06-01,12.75,12.6857,0.9427,10.0,14.25,108.0
2022-06-27,R4/2023,2023-06-01,12.75,12.723,0.9377,10.0,14.25,109.0
2022-06-28,R4/2023,2023-06-01,12.75,12.7551,0.8774,10.5,14.25,109.0
2022-06-29,R4/2023,2023-06-01,12.75,12.746,0.8786,10.5,14.25,110.0
2022-06-30,R4/2023,2023-06-01,12.75,12.7705,0.8694,10.5,14.25,110.0
2022-07-01,R4/2023,2023-06-01,12.75,12.8091,0.8574,10.5,14.25,110.0
2022-07-04,R5/2023,2023-08-01,12.25,12.3119,0.8601,10.25,14.25,109.0
2022-07-05,R5/2023,2023-08-01,12.25,12.3119,0.8601,10.25,14.25,109.0
2022-07-06,R5/2023,2023-08-01,12.25,12.3559,0.8579,10.25,14.25,111.0
2022-07-07,R5/2023,2023-08-01,12.5,12.3728,0.8547,10.25,14.25,114.0
2022-07-08,R5/2023,2023-08-01,12.5,12.3697,0.8893,10.25,14.25,119.0
2022-07-11,R5/2023,2023-08-01,12.5,12.4055,0.8709,10.25,14.25,119.0
2022-07-12,R5/2023,2023-08-01,12.5,12.4139,0.8741,10.25,14.25,119.0
2022-07-13,R5/2023,2023-08-01,12.5,12.4181,0.8781,10.25,14.25,119.0
2022-07-14,R5/2023,2023-08-01,12.5,12.4181,0.8781,10.25,14.25,119.0
2022-07-15,R5/2023,2023-08-01,12.5,12.4328,0.8773,10.25,14.25,119.0
2022-07-18,R5/2023,2023-08-01,12.5,12.4491,0.8629,10.25,14.25,113.0
2022-07-19,R5/2023,2023-08-01,12.5,12.4587,0.8591,10.25,14.25,115.0
2022-07-20,R5/2023,2023-08-01,12.5,12.4677,0.8557,10.25,14.25,116.0
2022-07-21,R5/2023,2023-08-01,12.5,12.4761,0.8741,10.25,14.25,115.0
2022-07-22,R5/2023,2023-08-01,12.75,12.6362,0.8615,10.25,14.25,123.0
2022-07-25,R5/2023,2023-08-01,12.75,12.6728,0.8626,10.25,14.25,123.0
2022-07-26,R5/2023,2023-08-01,12.75,12.672,0.868,10.25,14.25,125.0
2022-07-27,R5/2023,2023-08-01,12.75,12.6647,0.8741,10.25,14.25,126.0
2022-07-28,R5/2023,2023-08-01,12.75,12.6707,0.8784,10.25,14.25,123.0
2022-07-29,R5/2023,2023-08-01,12.75,12.7137,0.844,10.5,14.5,124.0
2022-08-01,R5/2023,2023-08-01,12.75,12.7114,0.8435,10.5,14.5,123.0
2022-08-02,R5/2023,2023-08-01,12.75,12.7134,0.845,10.5,14.5,123.0
2022-08-03,R5/2023,2023-08-01,12.75,12.7134,0.845,10.5,14.5,123.0
2022-08-04,R5/2023,2023-08-01,12.75,12.748,0.8106,10.5,14.5,123.0
2022-08-05,R5/2023,2023-08-01,12.75,12.758,0.7739,10.5,14.0,125.0
2022-08-08,R5/2023,2023-08-01,13.0,12.7603,0.7816,10.5,14.0,121.0
2022-08-09,R5/2023,2023-08-01,13.0,12.7561,0.7667,10.5,14.0,123.0
2022-08-10,R5/2023,2023-08-01,13.0,12.7642,0.7532,10.5,14.0,123.0
2022-08-11,R5/2023,2023-08-01,12.875,12.7762,0.7472,10.5,14.0,124.0
2022-08-12,R5/2023,2023-08-01,13.0,12.7782,0.7582,10.5,14.0,124.0
2022-08-15,R5/2023,2023-08-01,13.0,12.794,0.743,10.5,14.0,125.0
2022-08-16,R5/2023,2023-08-01,13.0,12.7837,0.7463,10.5,14.0,126.0
2022-08-17,R6/2023,2023-09-01,12.25,12.2381,0.8207,10.25,14.0,126.0
2022-08-18,R6/2023,2023-09-01,12.25,12.2361,0.8221,10.25,14.0,126.0
2022-08-19,R6/2023,2023-09-01,12.25,12.2673,0.8051,10.25,14.0,130.0
2022-08-22,R6/2023,2023-09-01,12.25,12.25,0.803,10.25,14.0,126.0
2022-08-23,R6/2023,2023-09-01,12.25,12.2579,0.8023,10.25,14.0,127.0
2022-08-24,R6/2023,2023-09-01,12.25,12.2559,0.8067,10.25,14.0,128.0
2022-08-25,R6/2023,2023-09-01,12.25,12.2579,0.8072,10.25,14.0,127.0
2022-08-26,R6/2023,2023-09-01,12.5,12.2697,0.779,10.25,14.0,127.0
2022-08-29,R6/2023,2023-09-01,12.25,12.264,0.7761,10.25,14.0,125.0
2022-08-30,R6/2023,2023-09-01,12.25,12.2659,0.7765,10.25,14.0,126.0
2022-08-31,R6/2023,2023-09-01,12.25,12.2659,0.7765,10.25,14.0,126.0
2022-09-01,R6/2023,2023-09-01,12.25,12.2717,0.7761,10.25,14.0,127.0
2022-09-02,R6/2023,2023-09-01,12.5,12.2791,0.7755,10.25,14.0,129.0
2022-09-05,R6/2023,2023-09-01,12.5,12.2776,0.7838,10.25,14.0,127.0
2022-09-06,R6/2023,2023-09-01,12.5,12.2776,0.7838,10.25,14.0,127.0
2022-09-07,R6/2023,2023-09-01,12.5,12.281649999999999,0.78395,10.25,14.0,
2022-09-08,R6/2023,2023-09-01,12.5,12.2857,0.7841,10.25,14.0,126.0
2022-09-09,R6/2023,2023-09-01,12.5,12.2891,0.7581,10.5,14.0,128.0
2022-09-12,R6/2023,2023-09-01,12.5,12.3125,0.7286,10.5,14.0,124.0
2022-09-13,R6/2023,2023-09-01,12.5,12.3125,0.7286,10.5,14.0,124.0
2022-09-14,R6/2023,2023-09-01,12.5,12.308,0.7356,10.5,14.0,125.0
2022-09-15,R6/2023,2023-09-01,12.5,12.314,0.7191,10.5,14.0,121.0
2022-09-16,R6/2023,2023-09-01,12.5,12.3198,0.7294,10.5,14.0,129.0
2022-09-19,R6/2023,2023-09-01,12.5,12.2866,0.7267,10.5,14.0,123.0
2022-09-20,R6/2023,2023-09-01,12.5,12.2866,0.7267,10.5,14.0,123.0
2022-09-21,R6/2023,2023-09-01,12.5,12.2886,0.7284,10.5,14.0,123.0
2022-09-22,R6/2023,2023-09-01,12.375,12.2807,0.7289,10.5,14.0,122.0
2022-09-23,R6/2023,2023-09-01,12.5,12.3008,0.7366,10.5,14.0,123.0
2022-09-26,R6/2023,2023-09-01,12.5,12.2863,0.7252,10.5,14.0,124.0
2022-09-27,R6/2023,2023-09-01,12.5,12.2883,0.7261,10.5,14.0,124.0
2022-09-28,R6/2023,2023-09-01,12.5,12.2863,0.7252,10.5,14.0,124.0
2022-09-29,R6/2023,2023-09-01,12.5,12.2889,0.7306,10.5,14.0,122.0
2022-09-30,R6/2023,2023-09-01,12.25,12.2681,0.6993,10.5,14.0,124.0
2022-10-03,R7/2023,2023-11-01,11.75,11.65,0.774,9.75,14.0,125.0
2022-10-04,R7/2023,2023-11-01,11.75,11.65,0.774,9.75,14.0,125.0
2022-10-05,R7/2023,2023-11-01,11.75,11.65,0.774,9.75,14.0,125.0
2022-10-06,R7/2023,2023-11-01,11.75,11.6573,0.7754,9.75,14.0,124.0
2022-10-07,R7/2023,2023-11-01,11.75,11.6492,0.7526,9.75,13.75,124.0
2022-10-10,R7/2023,2023-11-01,11.75,11.6455,0.7485,9.75,13.75,122.0
2022-10-11,R7/2023,2023-11-01,11.75,11.625,0.7806,9.0,13.75,124.0
2022-10-12,R7/2023,2023-11-01,11.75,11.621400000000001,0.78265,9.0,13.75,
2022-10-13,R7/2023,2023-11-01,11.75,11.6178,0.7847,9.0,13.75,121.0
2022-10-14,R7/2023,2023-11-01,11.75,11.622,0.7748,9.0,13.75,127.0
2022-10-17,R7/2023,2023-11-01,11.75,11.5966,0.7691,9.0,13.75,119.0
2022-10-18,R7/2023,2023-11-01,11.75,11.6021,0.7682,9.0,13.75,120.0
2022-10-19,R7/2023,2023-11-01,11.75,11.5971,0.7669,9.0,13.75,121.0
2022-10-20,R7/2023,2023-11-01,11.75,11.5917,0.7678,9.0,13.75,120.0
2022-10-21,R7/2023,2023-11-01,11.75,11.616,0.7915,9.0,13.75,125.0
2022-10-24,R7/2023,2023-11-01,11.75,11.6322,0.7867,9.0,13.75,121.0
2022-10-25,R7/2023,2023-11-01,11.75,11.6311,0.7835,9.0,13.75,122.0
2022-10-26,R7/2023,2023-11-01,11.75,11.6341,0.7811,9.0,13.75,123.0
2022-10-27,R7/2023,2023-11-01,11.75,11.6434,0.7892,9.0,13.75,122.0
2022-10-28,R7/2023,2023-11-01,11.75,11.6329,0.7809,9.0,13.75,126.0
2022-10-31,R7/2023,2023-11-01,11.75,11.623,0.7842,9.0,13.75,122.0
2022-11-01,R7/2023,2023-11-01,11.75,11.6179,0.783,9.0,13.75,123.0
2022-11-02,R7/2023,2023-11-01,11.75,11.62245,0.7847,9.0,13.75,
2022-11-03,R7/2023,2023-11-01,11.75,11.627,0.7864,9.0,13.75,124.0
2022-11-04,R7/2023,2023-11-01,11.75,11.624,0.7817,9.0,13.75,127.0
2022-11-07,R7/2023,2023-11-01,11.75,11.623,0.7787,9.0,13.75,128.0
2022-11-08,R7/2023,2023-11-01,11.75,11.6152,0.7774,9.0,13.75,128.0
2022-11-09,R7/2023,2023-11-01,11.75,11.6113,0.7755,9.0,13.75,128.0
2022-11-10,R7/2023,2023-11-01,11.75,11.6337,0.7985,9.0,13.75,129.0
2022-11-11,R7/2023,2023-11-01,11.75,11.7266,0.779,10.0,13.75,128.0
2022-11-14,R7/2023,2023-11-01,11.75,11.75,0.7756,10.0,13.75,123.0
2022-11-15,R7/2023,2023-11-01,11.75,11.7631,0.77855,10.0,13.75,
2022-11-16,R7/2023,2023-11-01,11.75,11.7762,0.7815,10.0,13.75,124.0
2022-11-17,R8/2023,2023-12-01,11.25,11.2996,0.9734,9.0,13.75,126.0
2022-11-18,R8/2023,2023-12-01,11.5,11.5192,1.0709,9.0,13.75,130.0
2022-11-21,R8/2023,2023-12-01,11.5,11.5426,1.0824,9.0,13.75,129.0
2022-11-22,R8/2023,2023-12-01,11.5,11.5426,1.0824,9.0,13.75,129.0
2022-11-23,R8/2023,2023-12-01,11.5,11.564,1.082,9.0,13.75,129.0
2022-11-24,R8/2023,2023-12-01,11.5,11.5872,1.1,9.0,13.75,129.0
2022-11-25,R8/2023,2023-12-01,11.5,11.6367,1.1101,9.0,13.75,128.0
2022-11-28,R8/2023,2023-12-01,11.5,11.6512,1.1073,9.0,13.75,129.0
2022-11-29,R8/2023,2023-12-01,11.5,11.6434,1.1013,9.0,13.75,129.0
2022-11-30,R8/2023,2023-12-01,11.5,11.6531,1.1042,9.0,13.75,129.0
2022-12-01,R8/2023,2023-12-01,11.5,11.6434,1.0978,9.0,13.75,129.0
2022-12-02,R8/2023,2023-12-01,11.75,11.7093,1.0674,9.0,13.75,129.0
2022-12-05,R8/2023,2023-12-01,11.75,11.7776,1.0801,9.0,13.75,127.0
2022-12-06,R8/2023,2023-12-01,11.75,11.7752,1.0719,9.0,13.75,129.0
2022-12-07,R8/2023,2023-12-01,11.75,11.7752,1.0719,9.0,13.75,129.0
2022-12-08,R8/2023,2023-12-01,11.75,11.8027,1.0756,9.0,13.75,128.0
2022-12-09,R8/2023,2023-12-01,11.75,11.8173,1.0615,9.0,13.75,130.0
2022-12-12,R8/2023,2023-12-01,11.75,11.8256,1.0605,9.0,13.75,129.0
2022-12-13,R8/2023,2023-12-01,11.75,11.8378,1.066,9.0,13.75,131.0
2022-12-14,R8/2023,2023-12-01,11.75,11.876,1.0888,9.0,13.75,131.0
2022-12-15,R8/2023,2023-12-01,11.75,11.9015,1.0659,9.0,13.75,132.0
2022-12-16,R8/2023,2023-12-01,11.75,12.0189,1.0402,9.5,13.75,132.0
2022-12-19,R1/2024,2024-01-01,11.5,11.5323,1.082,9.0,13.75,116.0
2022-12-20,R1/2024,2024-01-01,11.5,11.5431,1.0804,9.0,13.75,116.0
2022-12-21,R1/2024,2024-01-01,11.5,11.562,1.0914,9.0,13.75,117.0
2022-12-22,R1/2024,2024-01-01,11.5,11.5658,1.0648,9.5,13.75,114.0
2022-12-23,R1/2024,2024-01-01,11.75,11.7047,1.0711,9.5,13.75,116.0
2022-12-26,R1/2024,2024-01-01,11.75,11.7263,1.0867,9.5,13.75,116.0
2022-12-27,R1/2024,2024-01-01,11.75,11.7201,1.0842,9.5,13.75,117.0
2022-12-28,R1/2024,2024-01-01,11.75,11.7329,1.0785,9.5,13.75,117.0
2022-12-29,R1/2024,2024-01-01,11.75,11.7741,1.0591,9.5,13.75,114.0
2022-12-30,R1/2024,2024-01-01,11.75,11.8125,1.0551,9.5,13.75,112.0
2023-01-02,R1/2024,2024-01-01,11.75,11.8681,1.0472,9.5,13.75,108.0
2023-01-03,R1/2024,2024-01-01,11.75,11.8509,1.0575,9.5,13.75,109.0
2023-01-04,R1/2024,2024-01-01,11.75,11.85,1.0527,9.5,13.75,110.0
2023-01-05,R1/2024,2024-01-01,11.75,11.8626,1.0563,9.5,13.75,111.0
2023-01-06,R1/2024,2024-01-01,11.75,11.9129,1.0349,9.5,13.75,112.0
2023-01-09,R1/2024,2024-01-01,11.75,11.9205,1.0515,9.5,13.75,110.0
2023-01-10,R1/2024,2024-01-01,11.75,11.927,1.0319,9.5,13.75,113.0
2023-01-11,R1/2024,2024-01-01,11.75,11.927,1.0319,9.5,13.75,113.0
2023-01-12,R1/2024,2024-01-01,11.75,11.927,1.0319,9.5,13.75,113.0
2023-01-13,R1/2024,2024-01-01,11.75,11.9248,1.0256,9.5,13.75,113.0
2023-01-16,R1/2024,2024-01-01,11.75,11.9065,1.0314,9.5,13.75,107.0
2023-01-17,R1/2024,2024-01-01,11.75,11.9151,1.0351,9.5,13.75,109.0
2023-01-18,R1/2024,2024-01-01,11.875,11.9341,1.019,9.5,13.75,110.0
2023-01-19,R1/2024,2024-01-01,11.75,11.9318,1.0235,9.5,13.75,110.0
2023-01-20,R1/2024,2024-01-01,12.0,12.0318,0.9966,9.5,13.75,118.0
2023-01-23,R1/2024,2024-01-01,12.0,12.0288,0.9814,9.5,13.75,113.0
2023-01-24,R1/2024,2024-01-01,12.0,12.0219,1.0096,9.5,13.75,114.0
2023-01-25,R1/2024,2024-01-01,12.0,12.0391,0.9866,9.5,13.75,115.0
2023-01-26,R1/2024,2024-01-01,12.0,12.0461,0.9882,9.5,13.75,114.0
2023-01-27,R1/2024,2024-01-01,12.0,12.1208,0.9945,9.5,13.75,118.0
2023-01-30,R1/2024,2024-01-01,12.0,12.1218,0.9982,9.5,13.75,117.0
2023-01-31,R1/2024,2024-01-01,12.0,12.1218,0.9982,9.5,13.75,117.0
2023-02-01,R2/2024,2024-03-01,11.5,11.625,1.0739,9.0,13.75,118.0
2023-02-02,R2/2024,2024-03-01,11.5,11.7013,1.0503,9.25,13.75,118.0
2023-02-03,R2/2024,2024-03-01,11.5,11.7941,1.0883,9.25,13.75,119.0
2023-02-06,R2/2024,2024-03-01,11.75,11.8628,1.1264,9.25,13.75,113.0
2023-02-07,R2/2024,2024-03-01,11.75,11.8664,1.1105,9.25,13.75,116.0
2023-02-08,R2/2024,2024-03-01,11.75,11.8707,1.1032,9.25,13.75,116.0
2023-02-09,R2/2024,2024-03-01,11.75,11.8875,1.1175,9.25,13.75,120.0
2023-02-10,R2/2024,2024-03-01,11.75,12.0192,1.113,9.25,13.75,123.0
2023-02-13,R2/2024,2024-03-01,11.75,12.0456,1.0852,9.25,13.75,123.0
2023-02-14,R2/2024,2024-03-01,11.75,12.0549,1.0725,9.25,13.75,125.0
2023-02-15,R2/2024,2024-03-01,11.75,12.0549,1.0725,9.25,13.75,125.0
2023-02-16,R2/2024,2024-03-01,11.75,12.0683,1.0788,9.25,13.75,126.0
2023-02-17,R2/2024,2024-03-01,11.75,12.0485,1.0904,9.25,13.75,126.0
2023-02-20,R2/2024,2024-03-01,11.75,12.0571,1.0942333333333334,9.25,13.75,
2023-02-21,R2/2024,2024-03-01,11.75,12.0657,1.0980666666666667,9.25,13.75,
2023-02-22,R2/2024,2024-03-01,11.75,12.0743,1.1019,9.25,13.75,125.0
2023-02-23,R2/2024,2024-03-01,12.0,12.0883,1.0938,9.25,13.75,125.0
2023-02-24,R2/2024,2024-03-01,11.75,12.0955,1.0722,9.25,13.75,126.0
2023-02-27,R2/2024,2024-03-01,11.875,12.1112,1.0736,9.25,13.75,124.0
2023-02-28,R2/2024,2024-03-01,11.75,12.1043,1.072,9.25,13.75,125.0
2023-03-01,R2/2024,2024-03-01,11.75,12.0955,1.0722,9.25,13.75,126.0
2023-03-02,R2/2024,2024-03-01,11.75,12.0901,1.0652,9.25,13.75,128.0
2023-03-03,R2/2024,2024-03-01,11.75,12.081,1.056,9.25,13.75,127.0
2023-03-06,R2/2024,2024-03-01,11.75,12.0789,1.0618,9.25,13.75,124.0
2023-03-07,R2/2024,2024-03-01,11.75,12.0789,1.0618,9.25,13.75,124.0
2023-03-08,R2/2024,2024-03-01,11.75,12.0789,1.0618,9.25,13.75,124.0
2023-03-09,R2/2024,2024-03-01,11.75,12.0836,1.0648,9.25,13.75,123.0
2023-03-10,R2/2024,2024-03-01,11.75,12.0552,1.0609,9.25,13.75,123.0
2023-03-13,R2/2024,2024-03-01,11.75,12.0351,1.0472,9.25,13.75,115.0
2023-03-14,R2/2024,2024-03-01,11.75,12.0177,1.0351,9.25,13.75,115.0
